age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
0.46147063316891973,2,0,0.25642504492661977,29,0,3,-1.271340854166357,1,3,-1.4299646353892375,-0.14689476773059626,0
0.20339908818168725,2,2,-0.9114324416652145,19,2,2,0.08305132865031943,1,3,1.3954940395549187,-0.3224966210467976,6
-1.0869586367544752,0,2,0.38877667740566585,10,1,3,0.08305132865031943,0,1,-0.7235999666531984,0.23103096005861967,3
0.590506405662536,2,1,-0.5942879638380664,12,4,3,1.16656507490366,1,1,-0.7235999666531984,-0.20033881004422277,4
0.7840600644029604,2,2,-0.8123768173569975,13,0,2,0.08305132865031943,1,1,-0.7235999666531984,-0.284322305108493,0
0.9130958368965766,0,2,0.1790118259294419,26,4,2,0.08305132865031943,0,2,-0.017235297917159335,-0.13925990454293533,0
0.2679169744284954,2,0,0.18150902654225404,20,1,3,-1.271340854166357,0,3,1.3954940395549187,-0.08199843063547836,5
0.46147063316891973,1,0,0.2206318361429784,56,2,2,-1.271340854166357,1,3,-1.4299646353892375,-0.2385131259825274,0
0.07436331568807102,2,0,-0.13896505210197696,10,1,2,-1.271340854166357,0,4,-0.017235297917159335,0.013437359210283236,5
-0.7643692055204345,2,1,-0.7849076106160634,34,2,3,1.16656507490366,1,2,-1.4299646353892375,-0.3110443262653062,3
-1.1514765230012833,1,1,0.3138606590213001,36,1,1,1.16656507490366,0,2,0.6891293708188797,-0.17361678888740953,1
-1.0224407505076671,2,2,0.8832223987424795,38,5,2,0.08305132865031943,0,1,1.3954940395549187,-0.11635531497995258,4
0.20339908818168725,2,2,-0.3104394941817474,23,5,3,0.08305132865031943,0,1,-1.4299646353892375,-0.20797367323188368,6
0.3324348606753035,0,0,-0.5318579485177616,33,5,2,-1.271340854166357,1,1,-0.017235297917159335,-0.27668744192083206,2
-0.3127440017927777,0,0,-0.05655743187917468,10,4,2,-1.271340854166357,0,4,-1.4299646353892375,0.0477942435547574,1
-0.7643692055204345,0,1,2.438145980320203,7,5,0,1.16656507490366,0,1,-1.4299646353892375,1.620576060212909,0
0.13888120193487913,2,1,-0.8656504304303243,13,2,4,1.16656507490366,1,2,-0.017235297917159335,-0.29959203148381486,1
0.2679169744284954,0,2,-0.2937914900963329,32,0,0,0.08305132865031943,1,1,-0.7235999666531984,-0.2385131259825274,0
1.558274699364658,0,1,-0.33124949928851566,40,4,4,1.16656507490366,0,4,0.6891293708188797,-0.2614177155455102,5
-1.4740659542353238,0,2,0.3230170612682781,27,5,1,0.08305132865031943,0,0,-1.4299646353892375,-0.12399017816761347,1
1.042131609390193,1,0,1.685656195659463,4,4,4,-1.271340854166357,0,1,-0.7235999666531984,2.101572441035547,1
1.687310471858274,2,1,-0.30627749316039377,57,2,1,1.16656507490366,1,3,1.3954940395549187,-0.2805048735146625,3
0.590506405662536,2,2,2.611285222808515,43,5,4,0.08305132865031943,0,1,-1.4299646353892375,0.040159380367096466,0
-0.5062976605332021,2,2,1.9104042508125603,19,4,4,0.08305132865031943,0,1,-0.017235297917159335,0.3264667499043813,0
0.7195421781561522,2,0,1.0763392461332886,18,1,0,-1.271340854166357,0,2,-1.4299646353892375,0.15849975977584088,2
0.07436331568807102,0,2,-0.3545567050080961,6,4,3,0.08305132865031943,0,4,-1.4299646353892375,0.07069883311774021,5
-1.2805122954948995,1,1,-0.3936795146088204,13,0,0,1.16656507490366,0,1,-0.7235999666531984,-0.14689476773059626,0
-0.8934049780140508,2,1,-0.8556616279790756,55,3,2,1.16656507490366,1,2,-1.4299646353892375,-0.32631405264062807,4
1.622792585611466,0,0,1.0746744457247472,53,4,1,-1.271340854166357,1,3,-1.4299646353892375,-0.16216449410591813,0
0.20339908818168725,2,2,0.3513186682134829,52,0,1,0.08305132865031943,1,1,-1.4299646353892375,-0.21942596801337508,6
0.3324348606753035,0,2,-0.33541150030986927,27,1,3,0.08305132865031943,0,2,-0.017235297917159335,-0.23087826279486648,0
1.4937568131178498,1,2,-0.7158183936615929,29,4,4,0.08305132865031943,1,4,-1.4299646353892375,-0.2957745998899844,3
-1.3450301817417076,0,1,0.1382242159201761,34,0,2,1.16656507490366,1,2,-0.7235999666531984,-0.18888651526273137,5
1.4937568131178498,1,0,-0.8398460240979316,0,4,0,-1.271340854166357,0,1,1.3954940395549187,0.2615704128092634,2
0.8485779506497685,1,1,-0.8889576361499046,32,5,2,1.16656507490366,1,3,-0.7235999666531984,-0.3224966210467976,1
0.7195421781561522,2,2,0.8266191848520696,48,3,2,0.08305132865031943,0,0,1.3954940395549187,-0.1659819256997486,5
-0.5708155467800102,2,2,0.9106916054834135,16,2,4,0.08305132865031943,0,0,-0.7235999666531984,0.17376948615116275,1
-1.4095480679885157,0,2,-0.16310465802582821,35,1,3,0.08305132865031943,1,1,0.6891293708188797,-0.23087826279486648,2
-0.6353334330268183,1,1,0.09743660591091034,45,3,2,1.16656507490366,1,4,-0.7235999666531984,-0.227060831201036,5
-1.6031017267289402,1,2,-0.6084387673106687,1,1,4,0.08305132865031943,0,4,-1.4299646353892375,0.4944337400329217,6
-1.2159944092480914,0,1,0.35797786984764873,15,5,1,1.16656507490366,0,0,-1.4299646353892375,0.0477942435547574,0
0.3324348606753035,2,1,-0.799058414088666,14,3,4,1.16656507490366,0,2,1.3954940395549187,-0.2805048735146625,5
0.7195421781561522,2,1,-0.6483939771156638,25,2,4,1.16656507490366,1,4,-0.017235297917159335,-0.27668744192083206,0
-0.5062976605332021,2,0,-0.829857221646683,10,0,3,-1.271340854166357,1,4,0.6891293708188797,-0.27668744192083206,0
-1.0869586367544752,2,1,2.932591701657017,56,4,3,1.16656507490366,0,1,-0.017235297917159335,-0.02091952513419097,3
0.3324348606753035,1,2,-0.6184275697619175,50,4,0,0.08305132865031943,1,3,-0.7235999666531984,-0.3034094630776453,1
0.6550242919093441,0,0,1.2677912931155566,44,5,0,-1.271340854166357,0,3,-0.017235297917159335,-0.10490302019846116,3
-0.8288870917672427,0,2,-0.7840752104117927,39,3,2,0.08305132865031943,1,2,1.3954940395549187,-0.3110443262653062,3
-0.8288870917672427,1,1,0.20814583307891743,24,5,0,1.16656507490366,0,4,1.3954940395549187,-0.11635531497995258,3
-0.11919034305235335,0,0,3.1498481549716772,39,2,2,-1.271340854166357,0,0,1.3954940395549187,0.13941260180668855,4
-0.8934049780140508,1,1,-0.23802067641019395,21,2,4,1.16656507490366,0,1,0.6891293708188797,-0.18125165207507044,1
0.9130958368965766,1,2,0.24310664165828808,22,3,2,0.08305132865031943,0,2,-0.7235999666531984,-0.09345072541696976,5
1.2356852681306172,2,2,1.1720652696244227,11,0,3,0.08305132865031943,0,4,-1.4299646353892375,0.48298144525143033,1
1.042131609390193,1,2,-0.7191479944786758,30,1,0,0.08305132865031943,1,3,-0.017235297917159335,-0.2957745998899844,2
1.4292389268710415,1,0,0.03334179018206416,33,5,4,-1.271340854166357,1,4,-0.017235297917159335,-0.20033881004422277,3
0.46147063316891973,0,1,-0.6617123803839955,37,5,2,1.16656507490366,1,0,-0.7235999666531984,-0.2957745998899844,4
1.2356852681306172,1,1,-0.48357873667005924,20,4,2,1.16656507490366,0,0,-1.4299646353892375,-0.227060831201036,2
-0.8288870917672427,1,0,3.054954531684814,11,4,0,-1.271340854166357,0,2,1.3954940395549187,1.204476016485388,1
0.7195421781561522,2,2,-0.7291367969299245,37,3,0,0.08305132865031943,1,2,0.6891293708188797,-0.3034094630776453,0
-0.3772618880395858,1,1,1.5141817535796929,56,5,0,1.16656507490366,0,0,0.6891293708188797,-0.13544247294910486,3
1.3647210406242334,2,2,0.6393291388911554,31,3,0,0.08305132865031943,0,0,-1.4299646353892375,-0.10490302019846116,1
-0.05467245680554523,0,1,-0.7616004048964831,33,2,3,1.16656507490366,1,0,-0.017235297917159335,-0.30722689467147574,0
1.2356852681306172,1,1,-0.3895175135874668,31,3,4,1.16656507490366,1,1,-1.4299646353892375,-0.24996542076401881,5
1.3002031543774253,0,2,-0.6650419812010784,6,0,2,0.08305132865031943,0,4,-1.4299646353892375,-0.13544247294910486,5
0.9130958368965766,0,0,1.5982541742110365,46,3,2,-1.271340854166357,0,2,1.3954940395549187,-0.08199843063547836,0
-0.8288870917672427,1,2,-0.8223656198082464,34,2,3,0.08305132865031943,1,4,-0.017235297917159335,-0.31486175785913667,6
1.171167381883809,2,2,0.4162458841465998,41,3,4,0.08305132865031943,1,2,-0.017235297917159335,-0.18125165207507044,5
-0.5708155467800102,1,2,1.1179592563468252,2,4,3,0.08305132865031943,0,1,1.3954940395549187,2.8574238966139784,0
-0.6353334330268183,2,2,0.961468017943928,18,1,4,0.08305132865031943,0,2,-1.4299646353892375,0.1317777386190276,1
1.3647210406242334,2,1,2.178437116587735,31,4,4,1.16656507490366,0,3,-0.017235297917159335,0.11650801224370573,6
1.558274699364658,1,2,1.3976457249817908,55,2,1,0.08305132865031943,0,1,-0.017235297917159335,-0.13925990454293533,5
0.13888120193487913,2,2,0.14405101735007125,3,5,1,0.08305132865031943,0,0,-0.7235999666531984,0.9448906681049165,5
1.171167381883809,0,2,0.26225184635651494,40,5,2,0.08305132865031943,1,1,1.3954940395549187,-0.1965213784503923,3
1.2356852681306172,2,1,-0.687516786716388,57,5,2,1.16656507490366,1,4,0.6891293708188797,-0.3110443262653062,6
1.171167381883809,0,1,0.12490581265184443,11,4,0,1.16656507490366,0,2,-1.4299646353892375,0.08596855949306208,1
-0.18370822929916147,1,0,0.3005422557529684,21,5,0,-1.271340854166357,0,2,1.3954940395549187,-0.070546135853987,3
-1.0869586367544752,2,1,5.620411961247204,12,5,4,1.16656507490366,0,2,-0.7235999666531984,1.9908669248144635,3
1.042131609390193,0,0,-0.209719069464989,43,3,1,-1.271340854166357,1,2,-1.4299646353892375,-0.25378285235784925,2
1.042131609390193,1,1,-0.6958407887590953,20,1,2,1.16656507490366,1,2,-0.7235999666531984,-0.2728700103270016,3
0.9130958368965766,0,2,-0.17725546149843063,51,2,1,0.08305132865031943,1,4,-1.4299646353892375,-0.26523514713934065,6
-1.6676196129757483,1,2,-0.6733659832437856,23,4,4,0.08305132865031943,0,2,0.6891293708188797,-0.27668744192083206,4
0.2679169744284954,2,1,-0.04573622922365528,41,0,2,1.16656507490366,1,3,1.3954940395549187,-0.23469569438869695,2
-1.1514765230012833,2,2,0.9556412165140329,27,4,2,0.08305132865031943,0,2,-0.7235999666531984,-0.0171020935403605,2
-1.4740659542353238,1,1,-0.1447918535318721,27,1,0,1.16656507490366,0,2,-0.7235999666531984,-0.20033881004422277,6
0.13888120193487913,2,0,-0.4519475289077715,36,1,1,-1.271340854166357,1,0,-0.7235999666531984,-0.2690525787331711,4
1.171167381883809,0,1,-0.9322424467719828,20,2,4,1.16656507490366,0,2,1.3954940395549187,-0.32631405264062807,6
-0.5708155467800102,0,2,0.48949710212242425,38,4,1,0.08305132865031943,1,0,-1.4299646353892375,-0.16216449410591813,0
1.106649495637001,0,2,-0.5934555636337956,21,2,4,0.08305132865031943,1,1,-0.7235999666531984,-0.25378285235784925,3
-0.441779774286394,1,0,-0.16310465802582821,24,1,2,-1.271340854166357,0,0,0.6891293708188797,-0.1850690836689009,4
0.13888120193487913,0,2,-0.4885731378956836,4,1,1,0.08305132865031943,0,0,-0.7235999666531984,0.1088731490560448,6
-0.18370822929916147,0,1,0.601038729494702,9,2,3,1.16656507490366,0,3,-0.017235297917159335,0.38754565540566865,2
-1.4740659542353238,0,1,-0.5626567560757786,3,4,0,1.16656507490366,0,2,0.6891293708188797,0.1317777386190276,6
0.7195421781561522,0,1,-0.8315220220552244,54,4,3,1.16656507490366,1,4,0.6891293708188797,-0.3224966210467976,3
